step,e1,e2
6005,25,25
6006,25,25
6007,25,25
6008,25,25
6009,25,25
6010,25,25
6011,25,25
6012,25,25
6013,25,25
6014,25,25
6015,25,25
6016,25,25
6017,25,25
6018,25,25
6019,25,25
6020,25,25
6021,25,25
6022,25,25
6023,25,25
6024,25,25
6025,25,25
6026,25,25
6027,25,25
6028,25,25
6029,25,25
6030,25,25
6031,25,25
6032,25,25
6033,25,25
6034,25,25
6035,25,25
6036,25,25
6037,25,25
6038,25,25
6039,25,25
6040,25,25
6041,25,25
6042,25,25
6043,25,25
6044,25,25
6045,25,25
6046,25,25
6047,25,25
6048,25,25
6049,25,25
6050,25,25
6051,25,25
6052,25,25
6053,25,25
6054,25,25
6055,25,25
6056,25,25
6057,25,25
6058,25,25
6059,25,25
6060,25,25
6061,25,25
6062,25,25
6063,25,25
6064,25,25
6065,25,25
6066,25,25
6067,25,25
6068,25,25
6069,25,25
6070,25,25
6071,25,25
6072,25,25
6073,25,25
6074,25,25
6075,25,25
6076,25,25
6077,25,25
6078,25,25
6079,25,25
6080,25,25
6081,25,25
6082,25,25
6083,25,25
6084,25,25
6085,25,25
6086,25,25
6087,25,25
6088,25,25
6089,25,25
6090,25,25
6091,25,25
6092,25,25
6093,25,25
6094,25,25
6095,25,25
6096,25,25
6097,25,25
6098,25,25
6099,25,25
6100,25,25
6101,25,25
6102,25,25
6103,25,25
6104,25,25
6105,25,25
6106,25,25
6107,25,25
6108,25,25
6109,25,25
6110,25,25
6111,25,25
6112,25,25
6113,25,25
6114,25,25
6115,25,25
6116,25,25
6117,25,25
6118,25,25
6119,25,25
6120,25,25
6121,25,25
6122,25,25
6123,25,25
6124,25,25
6125,25,25
6126,25,25
6127,25,25
6128,25,25
6129,25,25
6130,25,25
6131,25,25
6132,25,25
6133,25,25
6134,25,25
6135,25,25
6136,25,25
6137,25,25
6138,25,25
6139,25,25
6140,25,25
6141,25,25
6142,25,25
6143,25,25
6144,25,25
6145,25,25
6146,25,25
6147,25,25
6148,25,25
6149,25,25
6150,25,25
6151,25,25
6152,25,25
6153,25,25
6154,25,25
6155,25,25
6156,25,25
6157,25,25
6158,25,25
6159,25,25
6160,25,25
6161,25,25
6162,25,25
6163,25,25
6164,25,25
6165,25,25
6166,25,25
6167,25,25
6168,25,25
6169,25,25
6170,25,25
6171,25,25
6172,25,25
6173,25,25
6174,25,25
6175,25,25
6176,25,25
6177,25,25
6178,25,25
6179,25,25
6180,25,25
6181,25,25
6182,25,25
6183,25,25
6184,25,25
6185,25,25
6186,25,25
6187,25,25
6188,25,25
6189,25,25
6190,25,25
6191,25,25
6192,25,25
6193,25,25
6194,25,25
6195,25,25
6196,25,25
6197,25,25
6198,25,25
6199,25,25
6200,25,25
6201,25,25
6202,25,25
6203,25,25
6204,25,25
6205,25,25
6206,25,25
6207,25,25
6208,25,25
6209,25,25
6210,25,25
6211,25,25
6212,25,25
6213,25,25
6214,25,25
6215,25,25
6216,25,25
6217,25,25
6218,25,25
6219,25,25
6220,25,25
6221,25,25
6222,25,25
6223,25,25
6224,25,25
6225,25,25
6226,25,25
6227,25,25
6228,25,25
6229,25,25
6230,25,25
6231,25,25
6232,25,25
6233,25,25
6234,25,25
6235,25,25
6236,25,25
6237,25,25
6238,25,25
6239,25,25
6240,25,25
6241,25,25
6242,25,25
6243,25,25
6244,25,25
6245,25,25
6246,25,25
6247,25,25
6248,25,25
6249,25,25
6250,25,25
6251,25,25
6252,25,25
6253,25,25
6254,25,25
6255,25,25
6256,25,25
6257,25,25
6258,25,25
6259,25,25
6260,25,25
6261,25,25
6262,25,25
6263,25,25
6264,25,25
6265,25,25
6266,25,25
6267,25,25
6268,25,25
6269,25,25
6270,25,25
6271,25,25
6272,25,25
6273,25,25
6274,25,25
6275,25,25
6276,25,25
6277,25,25
6278,25,25
6279,25,25
6280,25,25
6281,25,25
6282,25,25
6283,25,25
6284,25,25
6285,25,25
6286,25,25
6287,25,25
6288,25,25
6289,25,25
6290,25,25
6291,25,25
6292,25,25
6293,25,25
6294,25,25
6295,25,25
6296,25,25
6297,25,25
6298,25,25
6299,25,25
6300,25,25
6301,25,25
6302,25,25
6303,25,25
6304,25,25
6305,25,25
6306,25,25
6307,25,25
6308,25,25
6309,25,25
6310,25,25
6311,25,25
6312,25,25
6313,25,25
6314,25,25
6315,25,25
6316,25,25
6317,25,25
6318,25,25
6319,25,25
6320,25,25
6321,25,25
6322,25,25
6323,25,25
6324,25,25
6325,25,25
6326,25,25
6327,25,25
6328,25,25
6329,25,25
6330,25,25
6331,25,25
6332,25,25
6333,25,25
6334,25,25
6335,25,25
6336,25,25
6337,25,25
6338,25,25
6339,25,25
6340,25,25
6341,25,25
6342,25,25
6343,25,25
6344,25,25
6345,25,25
6346,25,25
6347,25,25
6348,25,25
6349,25,25
6350,25,25
6351,25,25
6352,25,25
6353,25,25
6354,25,25
6355,25,25
6356,25,25
6357,25,25
6358,25,25
6359,25,25
6360,25,25
6361,25,25
6362,25,25
6363,25,25
6364,25,25
6365,25,25
6366,25,25
6367,25,25
6368,25,25
6369,25,25
6370,25,25
6371,25,25
6372,25,25
6373,25,25
6374,25,25
6375,25,25
6376,25,25
6377,25,25
6378,25,25
6379,25,25
6380,25,25
6381,25,25
6382,25,25
6383,25,25
6384,25,25
6385,25,25
6386,25,25
6387,25,25
6388,25,25
6389,25,25
6390,25,25
6391,25,25
6392,25,25
6393,25,25
6394,25,25
6395,25,25
6396,25,25
6397,25,25
6398,25,25
6399,25,25
6400,25,25
6401,25,25
6402,25,25
6403,25,25
6404,25,25
6405,25,25
6406,25,25
6407,25,25
6408,25,25
6409,25,25
6410,25,25
6411,25,25
6412,25,25
6413,25,25
6414,25,25
6415,25,25
6416,25,25
6417,25,25
6418,25,25
6419,25,25
6420,25,25
6421,25,25
6422,25,25
6423,25,25
6424,25,25
6425,25,25
6426,25,25
6427,25,25
6428,25,25
6429,25,25
6430,25,25
6431,25,25
6432,25,25
6433,25,25
6434,25,25
6435,25,25
6436,25,25
6437,25,25
6438,25,25
6439,25,25
6440,25,25
6441,25,25
6442,25,25
6443,25,25
6444,25,25
6445,25,25
6446,25,25
6447,25,25
6448,25,25
6449,25,25
6450,25,25
6451,25,25
6452,25,25
6453,25,25
6454,25,25
6455,25,25
6456,25,25
6457,25,25
6458,25,25
6459,25,25
6460,25,25
6461,25,25
6462,25,25
6463,25,25
6464,25,25
6465,25,25
6466,25,25
6467,25,25
6468,25,25
6469,25,25
6470,25,25
6471,25,25
6472,25,25
6473,25,25
6474,25,25
6475,25,25
6476,25,25
6477,25,25
6478,25,25
6479,25,25
6480,25,25
6481,25,25
6482,25,25
6483,25,25
6484,25,25
6485,25,25
6486,25,25
6487,25,25
6488,25,25
6489,25,25
6490,25,25
6491,25,25
6492,25,25
6493,25,25
6494,25,25
6495,25,25
6496,25,25
6497,25,25
6498,25,25
6499,25,25
6500,25,25
6501,25,25
6502,25,25
6503,25,25
6504,25,25
6505,25,25
6506,25,25
6507,25,25
6508,25,25
6509,25,25
6510,25,25
6511,25,25
6512,25,25
6513,25,25
6514,25,25
6515,25,25
6516,25,25
6517,25,25
6518,25,25
6519,25,25
6520,25,25
6521,25,25
6522,25,25
6523,25,25
6524,25,25
6525,25,25
6526,25,25
6527,25,25
6528,25,25
6529,25,25
6530,25,25
6531,25,25
6532,25,25
6533,25,25
6534,25,25
6535,25,25
6536,25,25
6537,25,25
6538,25,25
6539,25,25
6540,25,25
6541,25,25
6542,25,25
6543,25,25
6544,25,25
6545,25,25
6546,25,25
6547,25,25
6548,25,25
6549,25,25
6550,25,25
6551,25,25
6552,25,25
6553,25,25
6554,25,25
6555,25,25
6556,25,25
6557,25,25
6558,25,25
6559,25,25
6560,25,25
6561,25,25
6562,25,25
6563,25,25
6564,25,25
6565,25,25
6566,25,25
6567,25,25
6568,25,25
6569,25,25
6570,25,25
6571,25,25
6572,25,25
6573,25,25
6574,25,25
6575,25,25
6576,25,25
6577,25,25
6578,25,25
6579,25,25
6580,25,25
6581,25,25
6582,25,25
6583,25,25
6584,25,25
6585,25,25
6586,25,25
6587,25,25
6588,25,25
6589,25,25
6590,25,25
6591,25,25
6592,25,25
6593,25,25
6594,25,25
6595,25,25
6596,25,25
6597,25,25
6598,25,25
6599,25,25
6600,25,25
6601,25,25
6602,25,25
6603,25,25
6604,25,25
6605,25,25
6606,25,25
6607,25,25
6608,25,25
6609,25,25
6610,25,25
6611,25,25
6612,25,25
6613,25,25
6614,25,25
6615,25,25
6616,25,25
6617,25,25
6618,25,25
6619,25,25
6620,25,25
6621,25,25
6622,25,25
6623,25,25
6624,25,25
6625,25,25
6626,25,25
6627,25,25
6628,25,25
6629,25,25
6630,25,25
6631,25,25
6632,25,25
6633,25,25
6634,25,25
6635,25,25
6636,25,25
6637,25,25
6638,25,25
6639,25,25
6640,25,25
6641,25,25
6642,25,25
6643,25,25
6644,25,25
6645,25,25
6646,25,25
6647,25,25
6648,25,25
6649,25,25
6650,25,25
6651,25,25
6652,25,25
6653,25,25
6654,25,25
6655,25,25
6656,25,25
6657,25,25
6658,25,25
6659,25,25
6660,25,25
6661,25,25
6662,25,25
6663,25,25
6664,25,25
6665,25,25
6666,25,25
6667,25,25
6668,25,25
6669,25,25
6670,25,25
6671,25,25
6672,25,25
6673,25,25
6674,25,25
6675,25,25
6676,25,25
6677,25,25
6678,25,25
6679,25,25
6680,25,25
6681,25,25
6682,25,25
6683,25,25
6684,25,25
6685,25,25
6686,25,25
6687,25,25
6688,25,25
6689,25,25
6690,25,25
6691,25,25
6692,25,25
6693,25,25
6694,25,25
6695,25,25
6696,25,25
6697,25,25
6698,25,25
6699,25,25
6700,25,25
6701,25,25
6702,25,25
6703,25,25
6704,25,25
6705,25,25
6706,25,25
6707,25,25
6708,25,25
6709,25,25
6710,25,25
6711,25,25
6712,25,25
6713,25,25
6714,25,25
6715,25,25
6716,25,25
6717,25,25
6718,25,25
6719,25,25
6720,25,25
6721,25,25
6722,25,25
6723,25,25
6724,25,25
6725,25,25
6726,25,25
6727,25,25
6728,25,25
6729,25,25
6730,25,25
6731,25,25
6732,25,25
6733,25,25
6734,25,25
6735,25,25
6736,25,25
6737,25,25
6738,25,25
6739,25,25
6740,25,25
6741,25,25
6742,25,25
6743,25,25
6744,25,25
6745,25,25
6746,25,25
6747,25,25
6748,25,25
6749,25,25
6750,25,25
6751,25,25
6752,25,25
6753,25,25
6754,25,25
6755,25,25
6756,25,25
6757,25,25
6758,25,25
6759,25,25
6760,25,25
6761,25,25
6762,25,25
6763,25,25
6764,25,25
6765,25,25
6766,25,25
6767,25,25
6768,25,25
6769,25,25
6770,25,25
6771,25,25
6772,25,25
6773,25,25
6774,25,25
6775,25,25
6776,25,25
6777,25,25
6778,25,25
6779,25,25
6780,25,25
6781,25,25
6782,25,25
6783,25,25
6784,25,25
6785,25,25
6786,25,25
6787,25,25
6788,25,25
6789,25,25
6790,25,25
6791,25,25
6792,25,25
6793,25,25
6794,25,25
6795,25,25
6796,25,25
6797,25,25
6798,25,25
6799,25,25
6800,25,25
6801,25,25
6802,25,25
6803,25,25
6804,25,25
6805,25,25
6806,25,25
6807,25,25
6808,25,25
6809,25,25
6810,25,25
6811,25,25
6812,25,25
6813,25,25
6814,25,25
6815,25,25
6816,25,25
6817,25,25
6818,25,25
6819,25,25
6820,25,25
6821,25,25
6822,25,25
6823,25,25
6824,25,25
6825,25,25
6826,25,25
6827,25,25
6828,25,25
6829,25,25
6830,25,25
6831,25,25
6832,25,25
6833,25,25
6834,25,25
6835,25,25
6836,25,25
6837,25,25
6838,25,25
6839,25,25
6840,25,25
6841,25,25
6842,25,25
6843,25,25
6844,25,25
6845,25,25
6846,25,25
6847,25,25
6848,25,25
6849,25,25
6850,25,25
6851,25,25
6852,25,25
6853,25,25
6854,25,25
6855,25,25
6856,25,25
6857,25,25
6858,25,25
6859,25,25
6860,25,25
6861,25,25
6862,25,25
6863,25,25
6864,25,25
6865,25,25
6866,25,25
6867,25,25
6868,25,25
6869,25,25
6870,25,25
6871,25,25
6872,25,25
6873,25,25
6874,25,25
6875,25,25
6876,25,25
6877,25,25
6878,25,25
6879,25,25
6880,25,25
6881,25,25
6882,25,25
6883,25,25
6884,25,25
6885,25,25
6886,25,25
6887,25,25
6888,25,25
6889,25,25
6890,25,25
6891,25,25
6892,25,25
6893,25,25
6894,25,25
6895,25,25
6896,25,25
6897,25,25
6898,25,25
6899,25,25
6900,25,25
6901,25,25
6902,25,25
6903,25,25
6904,25,25
6905,25,25
6906,25,25
6907,25,25
6908,25,25
6909,25,25
6910,25,25
6911,25,25
6912,25,25
6913,25,25
6914,25,25
6915,25,25
6916,25,25
6917,25,25
6918,25,25
6919,25,25
6920,25,25
6921,25,25
6922,25,25
6923,25,25
6924,25,25
6925,25,25
6926,25,25
6927,25,25
6928,25,25
6929,25,25
6930,25,25
6931,25,25
6932,25,25
6933,25,25
6934,25,25
6935,25,25
6936,25,25
6937,25,25
6938,25,25
6939,25,25
6940,25,25
6941,25,25
6942,25,25
6943,25,25
6944,25,25
6945,25,25
6946,25,25
6947,25,25
6948,25,25
6949,25,25
6950,25,25
6951,25,25
6952,25,25
6953,25,25
6954,25,25
6955,25,25
6956,25,25
6957,25,25
6958,25,25
6959,25,25
6960,25,25
6961,25,25
6962,25,25
6963,25,25
6964,25,25
6965,25,25
6966,25,25
6967,25,25
6968,25,25
6969,25,25
6970,25,25
6971,25,25
6972,25,25
6973,25,25
6974,25,25
6975,25,25
6976,25,25
6977,25,25
6978,25,25
6979,25,25
6980,25,25
6981,25,25
6982,25,25
6983,25,25
6984,25,25
6985,25,25
6986,25,25
6987,25,25
6988,25,25
6989,25,25
6990,25,25
6991,25,25
6992,25,25
6993,25,25
6994,25,25
6995,25,25
6996,25,25
6997,25,25
6998,25,25
6999,25,25
7000,25,25
7001,25,25
7002,25,25
7003,25,25
7004,25,25
7005,25,25
7006,25,25
7007,25,25
7008,25,25
7009,25,25
7010,25,25
7011,25,25
7012,25,25
7013,25,25
7014,25,25
7015,25,25
7016,25,25
7017,25,25
7018,25,25
7019,25,25
7020,25,25
7021,25,25
7022,25,25
7023,25,25
7024,25,25
7025,25,25
7026,25,25
7027,25,25
7028,25,25
7029,25,25
7030,25,25
7031,25,25
7032,25,25
7033,25,25
7034,25,25
7035,25,25
7036,25,25
7037,25,25
7038,25,25
7039,25,25
7040,25,25
7041,25,25
7042,25,25
7043,25,25
7044,25,25
7045,25,25
7046,25,25
7047,25,25
7048,25,25
7049,25,25
7050,25,25
7051,25,25
7052,25,25
7053,25,25
7054,25,25
7055,25,25
7056,25,25
7057,25,25
7058,25,25
7059,25,25
7060,25,25
7061,25,25
7062,25,25
7063,25,25
7064,25,25
7065,25,25
7066,25,25
7067,25,25
7068,25,25
7069,25,25
7070,25,25
7071,25,25
7072,25,25
7073,25,25
7074,25,25
7075,25,25
7076,25,25
7077,25,25
7078,25,25
7079,25,25
7080,25,25
7081,25,25
7082,25,25
7083,25,25
7084,25,25
7085,25,25
7086,25,25
7087,25,25
7088,25,25
7089,25,25
7090,25,25
7091,25,25
7092,25,25
7093,25,25
7094,25,25
7095,25,25
7096,25,25
7097,25,25
7098,25,25
7099,25,25
7100,25,25
7101,25,25
7102,25,25
7103,25,25
7104,25,25
7105,25,25
7106,25,25
7107,25,25
7108,25,25
7109,25,25
7110,25,25
7111,25,25
7112,25,25
7113,25,25
7114,25,25
7115,25,25
7116,25,25
7117,25,25
7118,25,25
7119,25,25
7120,25,25
7121,25,25
7122,25,25
7123,25,25
7124,25,25
7125,25,25
7126,25,25
7127,25,25
7128,25,25
7129,25,25
7130,25,25
7131,25,25
7132,25,25
7133,25,25
7134,25,25
7135,25,25
7136,25,25
7137,25,25
7138,25,25
7139,25,25
7140,25,25
7141,25,25
7142,25,25
7143,25,25
7144,25,25
7145,25,25
7146,25,25
7147,25,25
7148,25,25
7149,25,25
7150,25,25
7151,25,25
7152,25,25
7153,25,25
7154,25,25
7155,25,25
7156,25,25
7157,25,25
7158,25,25
7159,25,25
7160,25,25
7161,25,25
7162,25,25
7163,25,25
7164,25,25
7165,25,25
7166,25,25
7167,25,25
7168,25,25
7169,25,25
7170,25,25
7171,25,25
7172,25,25
7173,25,25
7174,25,25
7175,25,25
7176,25,25
7177,25,25
7178,25,25
7179,25,25
7180,25,25
7181,25,25
7182,25,25
7183,25,25
7184,25,25
7185,25,25
7186,25,25
7187,25,25
7188,25,25
7189,25,25
7190,25,25
7191,25,25
7192,25,25
7193,25,25
7194,25,25
7195,25,25
7196,25,25
7197,25,25
7198,25,25
7199,25,25
7200,25,25
7201,25,25
7202,25,25
7203,25,25
7204,25,25
7205,25,25
7206,25,25
7207,25,25
7208,25,25
7209,25,25
7210,25,25
7211,25,25
7212,25,25
7213,25,25
7214,25,25
7215,25,25
7216,25,25
7217,25,25
7218,25,25
7219,25,25
7220,25,25
7221,25,25
7222,25,25
7223,25,25
7224,25,25
7225,25,25
7226,25,25
7227,25,25
7228,25,25
7229,25,25
7230,25,25
7231,25,25
7232,25,25
7233,25,25
7234,25,25
7235,25,25
7236,25,25
7237,25,25
7238,25,25
7239,25,25
7240,25,25
7241,25,25
7242,25,25
7243,25,25
7244,25,25
7245,25,25
7246,25,25
7247,25,25
7248,25,25
7249,25,25
7250,25,25
7251,25,25
7252,25,25
7253,25,25
7254,25,25
7255,25,25
7256,25,25
7257,25,25
7258,25,25
7259,25,25
7260,25,25
7261,25,25
7262,25,25
7263,25,25
7264,25,25
7265,25,25
7266,25,25
7267,25,25
7268,25,25
7269,25,25
7270,25,25
7271,25,25
7272,25,25
7273,25,25
7274,25,25
7275,25,25
7276,25,25
7277,25,25
7278,25,25
7279,25,25
7280,25,25
7281,25,25
7282,25,25
7283,25,25
7284,25,25
7285,25,25
7286,25,25
7287,25,25
7288,25,25
7289,25,25
7290,25,25
7291,25,25
7292,25,25
7293,25,25
7294,25,25
7295,25,25
7296,25,25
7297,25,25
7298,25,25
7299,25,25
7300,25,25
7301,25,25
7302,25,25
7303,25,25
7304,25,25
7305,25,25
7306,25,25
7307,25,25
7308,25,25
7309,25,25
7310,25,25
7311,25,25
7312,25,25
7313,25,25
7314,25,25
7315,25,25
7316,25,25
7317,25,25
7318,25,25
7319,25,25
7320,25,25
7321,25,25
7322,25,25
7323,25,25
7324,25,25
7325,25,25
7326,25,25
7327,25,25
7328,25,25
7329,25,25
7330,25,25
7331,25,25
7332,25,25
7333,25,25
7334,25,25
7335,25,25
7336,25,25
7337,25,25
7338,25,25
7339,25,25
7340,25,25
7341,25,25
7342,25,25
7343,25,25
7344,25,25
7345,25,25
7346,25,25
7347,25,25
7348,25,25
7349,25,25
7350,25,25
7351,25,25
7352,25,25
7353,25,25
7354,25,25
7355,25,25
7356,25,25
7357,25,25
7358,25,25
7359,25,25
7360,25,25
7361,25,25
7362,25,25
7363,25,25
7364,25,25
7365,25,25
7366,25,25
7367,25,25
7368,25,25
7369,25,25
7370,25,25
7371,25,25
7372,25,25
7373,25,25
7374,25,25
7375,25,25
7376,25,25
7377,25,25
7378,25,25
7379,25,25
7380,25,25
7381,25,25
7382,25,25
7383,25,25
7384,25,25
7385,25,25
7386,25,25
7387,25,25
7388,25,25
7389,25,25
7390,25,25
7391,25,25
7392,25,25
7393,25,25
7394,25,25
7395,25,25
7396,25,25
7397,25,25
7398,25,25
7399,25,25
7400,25,25
7401,25,25
7402,25,25
7403,25,25
7404,25,25
7405,25,25
7406,25,25
7407,25,25
7408,25,25
7409,25,25
7410,25,25
7411,25,25
7412,25,25
7413,25,25
7414,25,25
7415,25,25
7416,25,25
7417,25,25
7418,25,25
7419,25,25
7420,25,25
7421,25,25
7422,25,25
7423,25,25
7424,25,25
7425,25,25
7426,25,25
7427,25,25
7428,25,25
7429,25,25
7430,25,25
7431,25,25
7432,25,25
7433,25,25
7434,25,25
7435,25,25
7436,25,25
7437,25,25
7438,25,25
7439,25,25
7440,25,25
7441,25,25
7442,25,25
7443,25,25
7444,25,25
7445,25,25
7446,25,25
7447,25,25
7448,25,25
7449,25,25
7450,25,25
7451,25,25
7452,25,25
7453,25,25
7454,25,25
7455,25,25
7456,25,25
7457,25,25
7458,25,25
7459,25,25
7460,25,25
7461,25,25
7462,25,25
7463,25,25
7464,25,25
7465,25,25
7466,25,25
7467,25,25
7468,25,25
7469,25,25
7470,25,25
7471,25,25
7472,25,25
7473,25,25
7474,25,25
7475,25,25
7476,25,25
7477,25,25
7478,25,25
7479,25,25
7480,25,25
7481,25,25
7482,25,25
7483,25,25
7484,25,25
7485,25,25
7486,25,25
7487,25,25
7488,25,25
7489,25,25
7490,25,25
7491,25,25
7492,25,25
7493,25,25
7494,25,25
7495,25,25
7496,25,25
7497,25,25
7498,25,25
7499,25,25
7500,25,25
7501,25,25
7502,25,25
7503,25,25
7504,25,25
7505,25,25
7506,25,25
7507,25,25
7508,25,25
7509,25,25
7510,25,25
7511,25,25
7512,25,25
7513,25,25
7514,25,25
7515,25,25
7516,25,25
7517,25,25
7518,25,25
7519,25,25
7520,25,25
7521,25,25
7522,25,25
7523,25,25
7524,25,25
7525,25,25
7526,25,25
7527,25,25
7528,25,25
7529,25,25
7530,25,25
7531,25,25
7532,25,25
7533,25,25
7534,25,25
7535,25,25
7536,25,25
7537,25,25
7538,25,25
7539,25,25
7540,25,25
7541,25,25
7542,25,25
7543,25,25
7544,25,25
7545,25,25
7546,25,25
7547,25,25
7548,25,25
7549,25,25
7550,25,25
7551,25,25
7552,25,25
7553,25,25
7554,25,25
7555,25,25
7556,25,25
7557,25,25
7558,25,25
7559,25,25
7560,25,25
7561,25,25
7562,25,25
7563,25,25
7564,25,25
7565,25,25
7566,25,25
7567,25,25
7568,25,25
7569,25,25
7570,25,25
7571,25,25
7572,25,25
7573,25,25
7574,25,25
7575,25,25
7576,25,25
7577,25,25
7578,25,25
7579,25,25
7580,25,25
7581,25,25
7582,25,25
7583,25,25
7584,25,25
7585,25,25
7586,25,25
7587,25,25
7588,25,25
7589,25,25
7590,25,25
7591,25,25
7592,25,25
7593,25,25
7594,25,25
7595,25,25
7596,25,25
7597,25,25
7598,25,25
7599,25,25
7600,25,25
7601,25,25
7602,25,25
7603,25,25
7604,25,25
7605,25,25
7606,25,25
7607,25,25
7608,25,25
7609,25,25
7610,25,25
7611,25,25
7612,25,25
7613,25,25
7614,25,25
7615,25,25
7616,25,25
7617,25,25
7618,25,25
7619,25,25
7620,25,25
7621,25,25
7622,25,25
7623,25,25
7624,25,25
7625,25,25
7626,25,25
7627,25,25
7628,25,25
7629,25,25
7630,25,25
7631,25,25
7632,25,25
7633,25,25
7634,25,25
7635,25,25
7636,25,25
7637,25,25
7638,25,25
7639,25,25
7640,25,25
7641,25,25
7642,25,25
7643,25,25
7644,25,25
7645,25,25
7646,25,25
7647,25,25
7648,25,25
7649,25,25
7650,25,25
7651,25,25
7652,25,25
7653,25,25
7654,25,25
7655,25,25
7656,25,25
7657,25,25
7658,25,25
7659,25,25
7660,25,25
7661,25,25
7662,25,25
7663,25,25
7664,25,25
7665,25,25
7666,25,25
7667,25,25
7668,25,25
7669,25,25
7670,25,25
7671,25,25
7672,25,25
7673,25,25
7674,25,25
7675,25,25
7676,25,25
7677,25,25
7678,25,25
7679,25,25
7680,25,25
7681,25,25
7682,25,25
7683,25,25
7684,25,25
7685,25,25
7686,25,25
7687,25,25
7688,25,25
7689,25,25
7690,25,25
7691,25,25
7692,25,25
7693,25,25
7694,25,25
7695,25,25
7696,25,25
7697,25,25
7698,25,25
7699,25,25
7700,25,25
7701,25,25
7702,25,25
7703,25,25
7704,25,25
7705,25,25
7706,25,25
7707,25,25
7708,25,25
7709,25,25
7710,25,25
7711,25,25
7712,25,25
7713,25,25
7714,25,25
7715,25,25
7716,25,25
7717,25,25
7718,25,25
7719,25,25
7720,25,25
7721,25,25
7722,25,25
7723,25,25
7724,25,25
7725,25,25
7726,25,25
7727,25,25
7728,25,25
7729,25,25
7730,25,25
7731,25,25
7732,25,25
7733,25,25
7734,25,25
7735,25,25
7736,25,25
7737,25,25
7738,25,25
7739,25,25
7740,25,25
7741,25,25
7742,25,25
7743,25,25
7744,25,25
7745,25,25
7746,25,25
7747,25,25
7748,25,25
7749,25,25
7750,25,25
7751,25,25
7752,25,25
7753,25,25
7754,25,25
7755,25,25
7756,25,25
7757,25,25
7758,25,25
7759,25,25
7760,25,25
7761,25,25
7762,25,25
7763,25,25
7764,25,25
7765,25,25
7766,25,25
7767,25,25
7768,25,25
7769,25,25
7770,25,25
7771,25,25
7772,25,25
7773,25,25
7774,25,25
7775,25,25
7776,25,25
7777,25,25
7778,25,25
7779,25,25
7780,25,25
7781,25,25
7782,25,25
7783,25,25
7784,25,25
7785,25,25
7786,25,25
7787,25,25
7788,25,25
7789,25,25
7790,25,25
7791,25,25
7792,25,25
7793,25,25
7794,25,25
7795,25,25
7796,25,25
7797,25,25
7798,25,25
7799,25,25
7800,25,25
7801,25,25
7802,25,25
7803,25,25
7804,25,25
7805,25,25
7806,25,25
7807,25,25
7808,25,25
7809,25,25
7810,25,25
7811,25,25
7812,25,25
7813,25,25
7814,25,25
7815,25,25
7816,25,25
7817,25,25
7818,25,25
7819,25,25
7820,25,25
7821,25,25
7822,25,25
7823,25,25
7824,25,25
7825,25,25
7826,25,25
7827,25,25
7828,25,25
7829,25,25
7830,25,25
7831,25,25
7832,25,25
7833,25,25
7834,25,25
7835,25,25
7836,25,25
7837,25,25
7838,25,25
7839,25,25
7840,25,25
7841,25,25
7842,25,25
7843,25,25
7844,25,25
7845,25,25
7846,25,25
7847,25,25
7848,25,25
7849,25,25
7850,25,25
7851,25,25
7852,25,25
7853,25,25
7854,25,25
7855,25,25
7856,25,25
7857,25,25
7858,25,25
7859,25,25
7860,25,25
7861,25,25
7862,25,25
7863,25,25
7864,25,25
7865,25,25
7866,25,25
7867,25,25
7868,25,25
7869,25,25
7870,25,25
7871,25,25
7872,25,25
7873,25,25
7874,25,25
7875,25,25
7876,25,25
7877,25,25
7878,25,25
7879,25,25
7880,25,25
7881,25,25
7882,25,25
7883,25,25
7884,25,25
7885,25,25
7886,25,25
7887,25,25
7888,25,25
7889,25,25
7890,25,25
7891,25,25
7892,25,25
7893,25,25
7894,25,25
7895,25,25
7896,25,25
7897,25,25
7898,25,25
7899,25,25
7900,25,25
7901,25,25
7902,25,25
7903,25,25
7904,25,25
7905,25,25
7906,25,25
7907,25,25
7908,25,25
7909,25,25
7910,25,25
7911,25,25
7912,25,25
7913,25,25
7914,25,25
7915,25,25
7916,25,25
7917,25,25
7918,25,25
7919,25,25
7920,25,25
7921,25,25
7922,25,25
7923,25,25
7924,25,25
7925,25,25
7926,25,25
7927,25,25
7928,25,25
7929,25,25
7930,25,25
7931,25,25
7932,25,25
7933,25,25
7934,25,25
7935,25,25
7936,25,25
7937,25,25
7938,25,25
7939,25,25
7940,25,25
7941,25,25
7942,25,25
7943,25,25
7944,25,25
7945,25,25
7946,25,25
7947,25,25
7948,25,25
7949,25,25
7950,25,25
7951,25,25
7952,25,25
7953,25,25
7954,25,25
7955,25,25
7956,25,25
7957,25,25
7958,25,25
7959,25,25
7960,25,25
7961,25,25
7962,25,25
7963,25,25
7964,25,25
7965,25,25
7966,25,25
7967,25,25
7968,25,25
7969,25,25
7970,25,25
7971,25,25
7972,25,25
7973,25,25
7974,25,25
7975,25,25
7976,25,25
7977,25,25
7978,25,25
7979,25,25
7980,25,25
7981,25,25
7982,25,25
7983,25,25
7984,25,25
7985,25,25
7986,25,25
7987,25,25
7988,25,25
7989,25,25
7990,25,25
7991,25,25
7992,25,25
7993,25,25
7994,25,25
7995,25,25
7996,25,25
7997,25,25
7998,25,25
7999,25,25
8000,25,25
8001,25,25
8002,25,25
